,postcode,bedrooms,main_type,second_level_type,footprint_area_sqm,abshmin,absh2,abshmax,relh2,relhmax,internal_floor_area_sqm,chain_1_hash
18008,SW18 5LB,2,FLA,CNV,85.02582,9.8,14.9,18.4,5.1,8.6,74.0,4dcdaa6bd1e36a8d32c88cb20abbdeb1
18009,SW18 5LB,2,FLA,CNV,85.02582,9.8,14.9,18.4,5.1,8.6,74.0,4dcdaa6bd1e36a8d32c88cb20abbdeb1
18010,SW18 2SW,1,HSE,SEM,70.82311,20.5,29.0,33.7,8.5,13.2,,108558bbae232c791f41578468e66e6a
18011,SW18 3LT,6,HSE,SEM,166.46773,32.2,37.8,43.2,5.6,11.0,423.0,c45b8afc86a46c4b3a737d43c1a1c8e8
18012,SW18 2SW,4,HSE,SEM,58.91626,20.6,29.8,33.9,9.2,13.3,217.0,620010059ff724444559e87cf0d8d9d6
18013,SW18 2SW,4,HSE,SEM,55.48126,20.6,29.8,33.3,9.2,12.7,210.0,620010059ff724444559e87cf0d8d9d6
18014,SW18 5LD,2,FLA,CNV,79.725,9.8,16.1,18.6,6.3,8.8,72.0,93efdd05062bcdc1d31579a74ae51346
18015,SW18 2SW,5,HSE,TERR,136.24616,20.8,27.9,33.5,7.1,12.7,268.0,b7b3b9d5f4453ad3ea6f210f8d2609a9
18016,SW18 5LD,3,FLA,CNV,79.725,9.8,16.1,18.6,6.3,8.8,76.0,93efdd05062bcdc1d31579a74ae51346
18017,SW18 2SW,4,HSE,SEM,76.51724,20.7,28.7,31.2,8.0,10.5,157.0,1458a7900f8cac0d398c77c05f88ddc6
18018,SW18 5LD,2,FLA,CNV,74.67874,9.8,14.7,18.6,4.9,8.8,78.0,93efdd05062bcdc1d31579a74ae51346
18019,SW18 5LD,2,FLA,CNV,65.65375,9.8,14.3,18.7,4.5,8.9,56.0,93efdd05062bcdc1d31579a74ae51346
18020,SW18 3LU,5,FLA,CNV,191.95453,31.3,37.1,38.8,5.8,7.5,374.0,
18021,SW18 2SW,6,HSE,DET,110.5255,20.3,27.1,30.3,6.8,10.0,304.0,
18022,SW18 5LD,2,FLA,CNV,68.7806,9.8,15.3,19.0,5.5,9.2,82.0,93efdd05062bcdc1d31579a74ae51346
18023,SW18 5LD,2,FLA,CNV,75.33111,9.8,16.3,18.8,6.5,9.0,98.0,93efdd05062bcdc1d31579a74ae51346
18024,SW18 3LU,7,HSE,SEM,159.46668,31.9,40.6,43.7,8.7,11.8,576.0,58895a37975818ac04c81274544f8122
18025,SW18 5LD,2,FLA,CNV,73.22745,9.8,15.9,19.1,6.1,9.3,95.0,93efdd05062bcdc1d31579a74ae51346
18026,SW18 5LD,3,FLA,CNV,81.14489,9.8,15.7,19.3,5.9,9.5,100.0,93efdd05062bcdc1d31579a74ae51346
18027,SW18 5LD,2,FLA,CNV,81.14489,9.8,15.7,19.3,5.9,9.5,62.0,93efdd05062bcdc1d31579a74ae51346
18028,SW18 5LD,3,FLA,CNV,64.61001,9.8,16.8,19.3,7.0,9.5,59.0,93efdd05062bcdc1d31579a74ae51346
18029,SW18 2SX,6,HSE,DET,96.32126,20.9,36.8,37.8,15.9,16.9,364.0,
18030,SW18 5LE,2,FLA,CNV,67.96,10.0,16.3,18.1,6.3,8.1,57.0,58b99c4ee3c85de0f5f0c132a4debec9
18031,SW18 5LE,1,FLA,CNV,67.96,10.0,16.3,18.1,6.3,8.1,62.0,58b99c4ee3c85de0f5f0c132a4debec9
18032,SW18 5LE,3,FLA,CNV,72.0125,10.0,16.4,18.9,6.4,8.9,106.0,58b99c4ee3c85de0f5f0c132a4debec9
18033,SW18 2SX,4,HSE,TERR,63.47,21.0,30.1,30.9,9.1,9.9,175.0,6cc631d44052ea736eda649c27000b12
18034,SW18 5LE,1,FLA,CNV,72.0125,10.0,16.4,18.9,6.4,8.9,55.0,58b99c4ee3c85de0f5f0c132a4debec9
18035,SW18 5LE,2,FLA,CNV,68.81625,10.1,16.1,18.9,6.0,8.8,51.0,58b99c4ee3c85de0f5f0c132a4debec9
18036,SW18 5LE,2,FLA,CNV,68.81625,10.1,16.1,18.9,6.0,8.8,60.0,58b99c4ee3c85de0f5f0c132a4debec9
18037,SW18 5LE,3,FLA,CNV,65.49624,10.1,17.0,18.6,6.9,8.5,100.0,58b99c4ee3c85de0f5f0c132a4debec9
18038,SW18 5LE,2,FLA,CNV,65.49624,10.1,17.0,18.6,6.9,8.5,56.0,58b99c4ee3c85de0f5f0c132a4debec9
18039,SW18 5LE,2,FLA,CNV,84.22098,9.9,14.5,18.6,4.6,8.7,64.0,58b99c4ee3c85de0f5f0c132a4debec9
18040,SW18 5LE,1,FLA,CNV,86.96913,9.9,14.7,19.0,4.8,9.1,33.0,58b99c4ee3c85de0f5f0c132a4debec9
18041,SW18 5LE,2,FLA,CNV,86.96913,9.9,14.7,19.0,4.8,9.1,60.0,58b99c4ee3c85de0f5f0c132a4debec9
18042,SW18 5LE,2,FLA,CNV,86.96913,9.9,14.7,19.0,4.8,9.1,55.0,58b99c4ee3c85de0f5f0c132a4debec9
18043,SW18 3LW,4,HSE,SEM,114.26632,30.8,37.7,39.6,6.9,8.8,210.0,4e2bc419a9ae70ac7daa9200b7f14e0e
18044,SW18 2SX,4,HSE,DET,156.22884,20.8,30.0,30.8,9.2,10.0,467.0,
18045,SW18 5LJ,2,FLA,CNV,62.19074,10.9,17.0,18.1,6.1,7.2,57.0,771b111e2a0b3750d60b77ae6de9ee76
18046,SW18 3LW,4,HSE,SEM,98.88426,30.2,34.1,39.7,3.9,9.5,203.0,33f644e2d0422e2de7700cc0160b76bf
18047,SW18 5LJ,2,FLA,CNV,60.48626,10.8,16.2,18.5,5.4,7.7,58.0,771b111e2a0b3750d60b77ae6de9ee76
18048,SW18 3LW,3,HSE,SEM,119.60486,30.9,37.4,39.8,6.5,8.9,180.0,d2acc88c050812d00e76c2935b255ada
18049,SW18 5LJ,2,FLA,CNV,60.48626,10.8,16.2,18.5,5.4,7.7,63.0,771b111e2a0b3750d60b77ae6de9ee76
18050,SW18 3LW,5,HSE,SEM,98.24044,30.2,37.4,39.5,7.2,9.3,223.0,33f644e2d0422e2de7700cc0160b76bf
18051,SW18 5LJ,2,FLA,CNV,66.96846,10.7,15.7,18.2,5.0,7.5,54.0,771b111e2a0b3750d60b77ae6de9ee76
18052,SW18 3LW,5,HSE,SEM,117.86209,31.0,36.7,40.2,5.7,9.2,251.0,083489e5afe3fa8f88c651b5228c2515
18053,SW18 5LJ,2,FLA,CNV,66.96846,10.7,15.7,18.2,5.0,7.5,69.0,771b111e2a0b3750d60b77ae6de9ee76
18054,SW18 5LJ,2,FLA,CNV,65.78634,10.6,16.8,18.4,6.2,7.8,61.0,771b111e2a0b3750d60b77ae6de9ee76
18055,SW18 5LJ,2,FLA,CNV,65.78634,10.6,16.8,18.4,6.2,7.8,54.0,771b111e2a0b3750d60b77ae6de9ee76
18056,SW18 3LW,4,HSE,SEM,122.82203,31.0,36.6,40.5,5.6,9.5,200.0,11de57c4ef495880c4934cc790ec5c10
18057,SW18 5LJ,2,FLA,CNV,95.35936,10.4,15.6,18.7,5.2,8.3,70.0,771b111e2a0b3750d60b77ae6de9ee76
18058,SW18 5LJ,2,FLA,CNV,95.35936,10.4,15.6,18.7,5.2,8.3,82.0,771b111e2a0b3750d60b77ae6de9ee76
18059,SW18 3LW,4,HSE,SEM,113.21903,30.6,36.8,39.7,6.2,9.1,198.0,c11aecb54601f33a582b843874c81e51
18060,SW18 5LJ,2,FLA,CNV,57.79501,10.3,18.0,19.2,7.7,8.9,52.0,771b111e2a0b3750d60b77ae6de9ee76
18061,SW18 3LW,5,HSE,SEM,117.86579,30.7,36.8,40.0,6.1,9.3,221.0,1cd57b236a213dd9188df5311b8f5f8e
18062,SW18 5LJ,2,FLA,CNV,57.49,10.2,17.0,19.4,6.8,9.2,51.0,771b111e2a0b3750d60b77ae6de9ee76
18063,SW18 3LW,5,HSE,SEM,114.56343,30.8,36.1,39.8,5.3,9.0,211.0,4e2bc419a9ae70ac7daa9200b7f14e0e
18064,SW18 3NB,4,HSE,TERR,84.2046,31.0,35.7,39.7,4.7,8.7,167.0,1ed2a69f6eb085cf8d78c50d446c1466
18065,SW18 3NB,3,HSE,TERR,87.06083,31.1,36.6,39.2,5.5,8.1,113.0,1ed2a69f6eb085cf8d78c50d446c1466
18066,SW18 5LJ,2,FLA,CNV,60.33147,10.1,13.8,19.0,3.7,8.9,64.0,771b111e2a0b3750d60b77ae6de9ee76
18067,SW18 5LJ,2,FLA,CNV,55.47513,10.0,15.6,19.2,5.6,9.2,47.0,771b111e2a0b3750d60b77ae6de9ee76
18068,SW18 3NB,5,HSE,TERR,97.93914,30.9,36.5,39.0,5.6,8.1,131.0,1ed2a69f6eb085cf8d78c50d446c1466
18069,SW18 3NB,4,HSE,TERR,91.257,30.9,37.2,39.6,6.3,8.7,130.0,1ed2a69f6eb085cf8d78c50d446c1466
18070,SW18 5LJ,3,FLA,CNV,55.47513,10.0,15.6,19.2,5.6,9.2,82.0,771b111e2a0b3750d60b77ae6de9ee76
18071,SW18 5LJ,2,FLA,CNV,65.3506,9.9,14.3,18.8,4.4,8.9,53.0,771b111e2a0b3750d60b77ae6de9ee76
18072,SW18 3ND,5,HSE,TERR,107.91125,31.5,40.0,42.1,8.5,10.6,197.0,88645296be6fd3159ae2f76cd6627b6a
18073,SW18 3ND,5,HSE,TERR,103.05378,31.6,38.8,42.0,7.2,10.4,208.0,88645296be6fd3159ae2f76cd6627b6a
18074,SW18 3ND,5,HSE,TERR,102.20045,31.7,39.1,41.9,7.4,10.2,204.0,88645296be6fd3159ae2f76cd6627b6a
18075,SW18 3ND,5,FLA,CNV,106.55335,31.7,40.2,42.0,8.5,10.3,207.0,88645296be6fd3159ae2f76cd6627b6a
18076,SW18 3NE,5,HSE,TERR,101.3136,31.1,36.1,40.5,5.0,9.4,210.0,9bab335e845ee250a4a416e40aa441fd
18077,SW18 4FY,1,FLA,BLK,3047.29227,5.7,22.2,24.9,16.5,19.2,48.0,670068910aaf67186a2ae3567d2388cc
18078,SW18 3NE,4,HSE,TERR,102.34665,30.6,37.1,41.0,6.5,10.4,173.0,9bab335e845ee250a4a416e40aa441fd
18079,SW18 5LL,1,FLA,CNV,76.58874,12.3,16.6,20.0,4.3,7.7,49.0,5bd00b005cfecd4fa0248ae55f3c85ff
18080,SW18 5LL,2,FLA,CNV,76.58874,12.3,16.6,20.0,4.3,7.7,45.0,5bd00b005cfecd4fa0248ae55f3c85ff
18081,SW18 5LL,2,FLA,CNV,76.58874,12.3,16.6,20.0,4.3,7.7,51.0,5bd00b005cfecd4fa0248ae55f3c85ff
18082,SW18 3NE,1,HSE,TERR,122.99801,30.0,35.8,39.6,5.8,9.6,,9bab335e845ee250a4a416e40aa441fd
18083,SW18 5LL,2,FLA,CNV,77.92117,12.2,18.1,20.6,5.9,8.4,100.0,5bd00b005cfecd4fa0248ae55f3c85ff
18084,SW18 3NF,5,HSE,TERR,96.38211,29.4,35.5,39.8,6.1,10.4,206.0,5fde084397bb5bde3e9dbb1736be5305
18085,SW18 3NF,5,HSE,TERR,103.80664,29.2,35.1,39.7,5.9,10.5,170.0,5fde084397bb5bde3e9dbb1736be5305
18086,SW18 5LL,2,FLA,CNV,62.83251,12.1,16.4,20.8,4.3,8.7,96.0,5bd00b005cfecd4fa0248ae55f3c85ff
18087,SW18 3NF,1,HSE,TERR,122.23278,28.6,36.4,39.1,7.8,10.5,,5fde084397bb5bde3e9dbb1736be5305
18088,SW18 3NF,5,HSE,TERR,118.16411,28.3,35.4,38.2,7.1,9.9,254.0,5fde084397bb5bde3e9dbb1736be5305
18089,SW18 5LL,2,FLA,CNV,68.60875,12.0,17.2,20.1,5.2,8.1,87.0,5bd00b005cfecd4fa0248ae55f3c85ff
18090,SW18 3NG,4,HSE,TERR,77.62,28.2,35.2,38.2,7.0,10.0,148.0,bb7ba1f6743a8bf7ad88de1e99e645bb
18091,SW18 5LN,3,FLA,CNV,83.4375,13.0,19.0,21.2,6.0,8.2,75.0,fb3dc7a05e852593226445d2959171e2
18092,SW18 3NG,4,HSE,TERR,139.25802,28.4,35.1,38.2,6.7,9.8,159.0,bb7ba1f6743a8bf7ad88de1e99e645bb
18093,SW18 5LN,2,FLA,CNV,81.82126,12.9,17.4,21.3,4.5,8.4,75.0,fb3dc7a05e852593226445d2959171e2
18094,SW18 5LN,3,FLA,CNV,80.005,12.8,18.0,20.7,5.2,7.9,76.0,fb3dc7a05e852593226445d2959171e2
18095,SW18 3NG,5,HSE,TERR,116.19597,28.7,36.2,38.2,7.5,9.5,187.0,bb7ba1f6743a8bf7ad88de1e99e645bb
18096,SW18 5LN,2,FLA,CNV,76.25999,12.6,18.2,20.2,5.6,7.6,76.0,fb3dc7a05e852593226445d2959171e2
18097,SW18 5LN,2,FLA,CNV,81.0125,13.2,17.7,21.7,4.5,8.5,71.0,fb3dc7a05e852593226445d2959171e2
18098,SW18 5LN,2,FLA,CNV,84.68126,13.2,17.8,20.8,4.6,7.6,71.0,fb3dc7a05e852593226445d2959171e2
18099,SW18 5LN,2,FLA,CNV,82.46874,13.1,17.2,21.2,4.1,8.1,65.0,fb3dc7a05e852593226445d2959171e2
18100,SW18 5LN,2,FLA,CNV,81.0125,13.2,17.7,21.7,4.5,8.5,69.0,fb3dc7a05e852593226445d2959171e2
18101,SW18 3NG,5,HSE,TERR,103.07982,28.1,33.9,38.1,5.8,10.0,221.0,bb7ba1f6743a8bf7ad88de1e99e645bb
18102,SW18 2TB,6,FLA,BLK,292.81751,20.6,31.9,32.7,11.3,12.1,80.0,
18103,SW18 5LN,2,FLA,CNV,80.005,12.8,18.0,20.7,5.2,7.9,65.0,fb3dc7a05e852593226445d2959171e2
18104,SW18 3NG,1,FLA,CNV,80.47126,28.2,34.3,38.3,6.1,10.1,73.0,bb7ba1f6743a8bf7ad88de1e99e645bb
18105,SW18 2TB,3,FLA,BLK,292.81751,20.6,31.9,32.7,11.3,12.1,86.0,
18106,SW18 5LN,2,FLA,CNV,81.82126,12.9,17.4,21.3,4.5,8.4,72.0,fb3dc7a05e852593226445d2959171e2
18107,SW18 3NG,2,FLA,CNV,80.47126,28.2,34.3,38.3,6.1,10.1,76.0,bb7ba1f6743a8bf7ad88de1e99e645bb
18108,SW18 2TB,3,FLA,BLK,292.81751,20.6,31.9,32.7,11.3,12.1,86.0,
18109,SW18 2TF,3,HSE,SEM,94.11707,21.8,28.5,30.7,6.7,8.9,123.0,efe6984989729fc5feaa8aba49cba100
18110,SW18 2TF,3,HSE,SEM,109.96142,21.6,25.2,30.8,3.6,9.2,88.0,efe6984989729fc5feaa8aba49cba100
18111,SW18 3NH,5,HSE,SEM,127.41385,23.0,28.1,32.3,5.1,9.3,241.0,630a0901cfc5567b7cba7b7d7a4b8dab
18112,SW18 2TF,3,HSE,DET,80.14204,20.5,27.4,29.5,6.9,9.0,90.0,
18113,SW18 2TF,4,HSE,DET,75.52109,20.3,27.4,30.2,7.1,9.9,103.0,
18114,SW18 3NH,5,HSE,SEM,117.1428,22.8,28.7,32.2,5.9,9.4,213.0,630a0901cfc5567b7cba7b7d7a4b8dab
18115,SW18 3NH,4,HSE,SEM,85.46375,22.6,27.8,31.9,5.2,9.3,136.0,1c92775b79dd70bd648c103b4fd6b1d1
18116,SW18 2TF,3,HSE,SEM,68.67542,20.3,24.8,30.3,4.5,10.0,79.0,0a6ae42e0f4f9b8960b83b464a66e044
18117,SW18 3NH,5,HSE,DET,88.45711,22.3,28.2,30.6,5.9,8.3,178.0,
18118,SW18 2TF,4,HSE,SEM,68.44358,20.3,27.2,30.2,6.9,9.9,110.0,0a6ae42e0f4f9b8960b83b464a66e044
18119,SW18 3NH,4,HSE,DET,54.99375,22.0,29.0,30.5,7.0,8.5,122.0,
18120,SW18 5LP,3,HSE,TERR,69.46219,15.5,21.1,24.7,5.6,9.2,127.0,428953213cc23ab87dc92a3bb0692777
18121,SW18 5LP,3,HSE,TERR,72.70351,15.4,22.4,24.0,7.0,8.6,90.0,428953213cc23ab87dc92a3bb0692777
18122,SW18 2TF,4,HSE,SEM,80.24896,20.4,27.2,30.1,6.8,9.7,83.0,04a7a1fd288c4b5905bf771b323b6c36
18123,SW18 2TF,3,HSE,SEM,80.26006,20.4,28.2,30.1,7.8,9.7,93.0,04a7a1fd288c4b5905bf771b323b6c36
18124,SW18 2TF,3,HSE,DET,102.04257,20.4,27.7,29.2,7.3,8.8,86.0,
18125,SW18 5LP,3,HSE,TERR,55.215,15.3,20.7,24.2,5.4,8.9,129.0,428953213cc23ab87dc92a3bb0692777
18126,SW18 2TF,3,HSE,SEM,58.45875,20.6,26.8,29.8,6.2,9.2,77.0,796337607afb94c7a401d95aa15e3867
18127,SW18 5LP,4,HSE,TERR,62.11318,15.2,20.7,23.6,5.5,8.4,130.0,428953213cc23ab87dc92a3bb0692777
18128,SW18 2TF,3,HSE,SEM,52.9747,20.7,27.5,29.1,6.8,8.4,96.0,1bc458e9ad29ad0fbcb538f55c6ea8a8
18129,SW18 3NH,5,HSE,SEM,105.40039,22.2,27.2,31.3,5.0,9.1,219.0,a6b52c40390e996875d25e03f2a5de0e
18130,SW18 3NJ,5,HSE,TERR,119.29695,21.1,25.7,30.2,4.6,9.1,264.0,9b2c9bb116b07826284e4622c8d0f053
18131,SW18 3NJ,4,HSE,TERR,120.24511,21.0,26.8,30.4,5.8,9.4,221.0,9b2c9bb116b07826284e4622c8d0f053
18132,SW18 5LP,3,FLA,CNV,63.6358,15.1,20.6,24.0,5.5,8.9,72.0,428953213cc23ab87dc92a3bb0692777
18133,SW18 2TF,4,HSE,DET,76.05886,22.0,28.0,30.8,6.0,8.8,105.0,
18134,SW18 3NJ,4,HSE,TERR,106.44486,21.1,26.2,30.7,5.1,9.6,179.0,9b2c9bb116b07826284e4622c8d0f053
18135,SW18 5LP,2,FLA,CNV,68.2316,15.1,21.0,23.7,5.9,8.6,65.0,428953213cc23ab87dc92a3bb0692777
18136,SW18 2TF,4,HSE,DET,75.41423,22.2,28.9,30.6,6.7,8.4,139.0,
18137,SW18 2TF,4,HSE,DET,79.27987,22.4,26.7,30.2,4.3,7.8,141.0,
18138,SW18 5LR,2,FLA,CNV,107.66782,16.9,22.5,25.7,5.6,8.8,59.0,641f6f7a8d961cffbbeb617ad4671ee0
18139,SW18 2TF,4,HSE,DET,97.84638,22.3,27.3,31.1,5.0,8.8,186.0,
18140,SW18 5LR,2,FLA,CNV,77.88974,16.8,23.6,25.8,6.8,9.0,95.0,641f6f7a8d961cffbbeb617ad4671ee0
18141,SW18 2TF,4,HSE,DET,100.37645,22.4,27.6,30.9,5.2,8.5,141.0,
18142,SW18 3NJ,4,HSE,TERR,99.8952,21.3,25.6,30.5,4.3,9.2,200.0,21750b459ab05675e7e097b8666c7bfd
18143,SW18 2TF,4,HSE,DET,76.99541,22.4,27.8,30.8,5.4,8.4,111.0,
18144,SW18 3NJ,2,FLA,CNV,122.9789,21.0,26.3,30.4,5.3,9.4,72.0,9b2c9bb116b07826284e4622c8d0f053
18145,SW18 2TF,1,FLA,BLK,352.64123,22.8,30.4,36.0,7.6,13.2,44.0,
18146,SW18 3NL,6,HSE,SEM,117.14958,21.3,27.7,32.5,6.4,11.2,260.0,f770635c8131adfd98fa06f4e6c672d1
18147,SW18 3NL,6,HSE,SEM,132.03241,21.6,27.0,32.2,5.4,10.6,260.0,e618b5ec034b2220ae7563b6ad9ad4be
18148,SW18 5LS,1,FLA,CNV,90.85399,18.7,30.8,35.6,12.1,16.9,71.0,9abdfce6ad4f07bcd34e9df6180d63bd
18149,SW18 2TF,1,FLA,BLK,352.64123,22.8,30.4,36.0,7.6,13.2,44.0,
18150,SW18 3NL,5,HSE,SEM,140.76368,21.1,27.1,31.8,6.0,10.7,226.0,f770635c8131adfd98fa06f4e6c672d1
18151,SW18 2TF,1,FLA,BLK,352.64123,22.8,30.4,36.0,7.6,13.2,44.0,
18152,SW18 5LS,3,FLA,CNV,79.20125,18.2,25.7,31.2,7.5,13.0,100.0,48526ea42dce529fec4d246dcb499359
18153,SW18 3NL,4,HSE,SEM,77.91,20.9,25.6,29.1,4.7,8.2,141.0,f84d5a2a9208f010c343cab01b6c8e8a
18154,SW18 2TG,2,FLA,BLK,352.64123,22.8,30.4,36.0,7.6,13.2,54.0,
18155,SW18 5LS,1,FLA,CNV,90.85399,18.7,30.8,35.6,12.1,16.9,64.0,9abdfce6ad4f07bcd34e9df6180d63bd
18156,SW18 2TG,2,FLA,BLK,352.64123,22.8,30.4,36.0,7.6,13.2,54.0,
18157,SW18 2TG,2,FLA,BLK,352.64123,22.8,30.4,36.0,7.6,13.2,54.0,
18158,SW18 3NL,4,HSE,SEM,168.15828,21.3,26.8,32.3,5.5,11.0,279.0,e618b5ec034b2220ae7563b6ad9ad4be
18159,SW18 5LT,3,HSE,TERR,70.2257,16.4,21.7,25.5,5.3,9.1,120.0,50987c51398711f00cf8f57b762b8247
18160,SW18 2TG,5,HSE,TERR,69.35399,22.7,30.4,33.2,7.7,10.5,121.0,29682cd429518c501e863a81df32ad3b
18161,SW18 3NN,6,HSE,TERR,74.1816,26.9,35.0,38.2,8.1,11.3,198.0,34b1a21a639a5065c0c23f9a728652fe
18162,SW18 3NN,5,HSE,TERR,71.11125,27.1,34.4,38.4,7.3,11.3,133.0,34b1a21a639a5065c0c23f9a728652fe
18163,SW18 3NN,4,HSE,TERR,85.16114,27.1,32.1,38.0,5.0,10.9,173.0,34b1a21a639a5065c0c23f9a728652fe
18164,SW18 3NN,4,HSE,TERR,73.6835,27.2,32.9,38.1,5.7,10.9,114.0,34b1a21a639a5065c0c23f9a728652fe
18165,SW18 5LT,1,FLA,CNV,104.3689,17.4,22.5,25.9,5.1,8.5,65.0,fc001ac17ae1a5695a31a8901d9ee559
18166,SW18 3NN,4,HSE,SEM,110.53511,27.3,33.9,36.9,6.6,9.6,81.0,4f99a74603bec4f8b6167edddea9bef4
18167,SW18 2TG,5,HSE,TERR,68.58544,22.6,30.3,33.6,7.7,11.0,160.0,29682cd429518c501e863a81df32ad3b
18168,SW18 2TG,4,HSE,TERR,60.4076,22.6,30.0,33.3,7.4,10.7,121.0,29682cd429518c501e863a81df32ad3b
18169,SW18 3NN,5,HSE,SEM,114.54992,27.4,33.5,36.9,6.1,9.5,186.0,2c50149dea526fb96d35bd85905261a2
18170,SW18 3NN,4,HSE,SEM,,,,,,,114.0,
18171,SW18 2TG,5,HSE,TERR,72.07327,22.5,30.1,33.7,7.6,11.2,199.0,9ea583496434a1801b3731f4d034ccd2
18172,SW18 3NN,4,HSE,SEM,155.26017,27.5,33.7,38.6,6.2,11.1,155.0,93cac58aecae26caeb51fdffdc47edfe
18173,SW18 2TG,4,HSE,TERR,58.1253,22.5,31.4,33.7,8.9,11.2,175.0,9ea583496434a1801b3731f4d034ccd2
18174,SW18 5LT,4,FLA,CNV,108.99252,17.7,26.5,31.7,8.8,14.0,104.0,fc001ac17ae1a5695a31a8901d9ee559
18175,SW18 2TG,4,HSE,TERR,56.74418,22.5,31.9,33.6,9.4,11.1,166.0,9ea583496434a1801b3731f4d034ccd2
18176,SW18 3NN,3,FLA,CNV,112.7288,26.4,33.4,38.3,7.0,11.9,74.0,1c6a8a3e6e69ce82e22624a912f273c6
18177,SW18 2TG,4,HSE,TERR,55.96006,22.5,32.1,33.8,9.6,11.3,186.0,9ea583496434a1801b3731f4d034ccd2
18178,SW18 3NN,4,HSE,SEM,59.68874,27.5,34.6,38.1,7.1,10.6,114.0,d7e50d1f70bde6ec79d6812571a048a1
18179,SW18 3NN,4,HSE,SEM,73.91158,27.2,34.3,37.3,7.1,10.1,113.0,707ae53eca260e079b6cb3697e8dfded
18180,SW18 2TG,4,HSE,TERR,57.44036,22.5,31.4,33.9,8.9,11.4,161.0,9ea583496434a1801b3731f4d034ccd2
18181,SW18 3NN,4,HSE,SEM,113.81458,26.9,34.2,37.8,7.3,10.9,115.0,707ae53eca260e079b6cb3697e8dfded
18182,SW18 3NN,3,HSE,SEM,114.98667,26.5,33.4,37.4,6.9,10.9,153.0,e47a3e8a0f35ed6d3617c335a98712de
18183,SW18 5LT,2,FLA,BLK,89.83122,17.5,26.7,29.3,9.2,11.8,77.0,fc001ac17ae1a5695a31a8901d9ee559
18184,SW18 3NN,4,HSE,TERR,107.47432,25.8,31.4,34.8,5.6,9.0,177.0,e47a3e8a0f35ed6d3617c335a98712de
18185,SW18 2TG,4,HSE,TERR,58.7589,22.5,31.5,33.5,9.0,11.0,169.0,9ea583496434a1801b3731f4d034ccd2
18186,SW18 2TG,4,HSE,TERR,67.21098,22.6,30.1,33.2,7.5,10.6,156.0,2c627074d587dac91b4da9bd45fd6123
18187,SW18 3NN,5,HSE,TERR,165.10899,24.8,29.8,34.5,5.0,9.7,287.0,e56f45a84993cadf73dea91ee5b93e3f
18188,SW18 3NN,5,HSE,SEM,116.54705,24.6,30.5,33.8,5.9,9.2,246.0,e56f45a84993cadf73dea91ee5b93e3f
18189,SW18 5LU,2,FLA,CNV,90.86421,13.8,18.3,21.9,4.5,8.1,65.0,c7174c7727c3b181a5ec440fac3d9eb5
18190,SW18 3NN,5,HSE,TERR,137.2541,24.2,29.6,32.5,5.4,8.3,243.0,6cdfc444ebd4a1a54da9632fc14cfff6
18191,SW18 3NN,7,HSE,TERR,149.84105,23.9,28.6,32.3,4.7,8.4,271.0,6cdfc444ebd4a1a54da9632fc14cfff6
18192,SW18 5LU,2,FLA,CNV,90.86421,13.8,18.3,21.9,4.5,8.1,71.0,c7174c7727c3b181a5ec440fac3d9eb5
18193,SW18 3NN,5,HSE,SEM,115.30093,22.8,27.6,31.5,4.8,8.7,220.0,a93a43325daaeb894312d650ef87fab8
18194,SW18 3NN,7,HSE,SEM,157.80775,22.4,27.8,30.4,5.4,8.0,171.0,b4512db94e88a6c10851be8f9c4ee840
18195,SW18 2TG,4,HSE,TERR,67.14284,22.7,30.5,33.5,7.8,10.8,142.0,2c627074d587dac91b4da9bd45fd6123
18196,SW18 3NN,6,HSE,TERR,92.18911,26.7,32.8,37.4,6.1,10.7,198.0,1c6a8a3e6e69ce82e22624a912f273c6
18197,SW18 5LU,3,HSE,TERR,90.81198,15.7,21.5,24.6,5.8,8.9,176.0,1cafaf08ff8a853c8089ff24199d7839
18198,SW18 3NN,2,FLA,CNV,86.788,27.2,32.4,37.6,5.2,10.4,65.0,34b1a21a639a5065c0c23f9a728652fe
18199,SW18 5LU,4,HSE,TERR,67.25875,15.6,22.2,24.4,6.6,8.8,142.0,1cafaf08ff8a853c8089ff24199d7839
18200,SW18 3NN,2,FLA,CNV,78.235,21.8,27.5,30.4,5.7,8.6,65.0,d12f1d7bd748c1b070c2bcf51f9e3125
18201,SW18 2TG,2,FLA,BLK,690.85606,22.7,30.1,37.7,7.4,15.0,49.0,
18202,SW18 5LU,5,HSE,TERR,70.70625,15.5,23.2,24.3,7.7,8.8,145.0,1cafaf08ff8a853c8089ff24199d7839
18203,SW18 2TG,1,FLA,BLK,690.85606,22.7,30.1,37.7,7.4,15.0,61.0,
18204,SW18 2TG,1,FLA,BLK,690.85606,22.7,30.1,37.7,7.4,15.0,64.0,
18205,SW18 5LU,2,FLA,CNV,81.75126,14.8,23.4,26.4,8.6,11.6,67.0,000d731acf7af126d247bbbed628cb8e
18206,SW18 3NP,4,HSE,SEM,119.28869,31.1,36.7,40.9,5.6,9.8,147.0,ef2bd31d64f570145aeff9f247be6904
18207,SW18 3NP,4,HSE,SEM,88.40532,31.6,36.3,41.3,4.7,9.7,153.0,d60826c4a5393b7c0bb8226af7736046
18208,SW18 5LU,1,FLA,CNV,85.76213,14.9,22.0,21.0,7.1,6.1,31.0,000d731acf7af126d247bbbed628cb8e
